TAP_College_Code,TAP_Sector_Group,TAP_College_Name,prev_scholarship,family_Employees,Scholarship_Headcount,Active_Student,Family_Card,Academic_year,Semister_Aattendence,GPA,Annual_income,Scholarship_rupees 
710,5-INDEPENDENT,ST ELIZABETH COLG OF NURSING,Y,2,7,N,N,2015,76,3.4,92557,36470.61
1411,1-CUNY SR,CUNY CITY COLLEGE,N,1,602,Y,Y,2015,78,3.5,60100,50135.4
6315,6-BUS. DEGREE,DEVRY COLLEGE OF NEW YORK,Y,4,8,N,N,2015,72,5.2,103865,36835.2
6270,5-INDEPENDENT,NY COLL HEALTH PROF,N,3,1,Y,Y,2015,97,6.2,71659,54857.94
1410,1-CUNY SR,CUNY BROOKLYN COLLEGE,Y,2,279,N,N,2015,94,5.7,98992,39817.18
6262,6-BUS. DEGREE,BRIARCLIFFE COLLEGE,N,4,11,Y,Y,2015,71,4.4,102944,53388.4
6144,5-INDEPENDENT,TROCAIRE COLLEGE,Y,2,1,N,N,2015,91,5.8,108701,47888.18
325,5-INDEPENDENT,IONA COLLEGE,N,4,66,Y,Y,2015,81,4.8,105588,43579.76
695,5-INDEPENDENT,ST BONAVENTURE UNIVERSITY,Y,3,76,N,N,2015,74,9.1,108420,50980.7
1409,1-CUNY SR,CUNY BARUCH COLLEGE,N,2,337,Y,Y,2015,95,3.7,60203,39261
6140,5-INDEPENDENT,PAUL SMITHS COLLEGE,Y,4,9,N,N,2015,97,7.6,117779,40171.06
6124,6-BUS. DEGREE,COLL WESTCHESTER 4YR BBA DAY,N,1,1,Y,Y,2015,84,5.9,54204,52787.48
1407,2-CUNY CC,CUNY QUEENSBOROUGH CC,Y,3,28,N,N,2015,99,6.8,69036,43413.67
6121,6-BUS. DEGREE,COLL WESTCHESTER 4YR BBA EVE,N,2,3,Y,Y,2015,82,6.9,104014,48396.31
6093,5-INDEPENDENT,MARIA COLLEGE 4 YR,Y,1,2,N,N,2015,91,6.5,75947,46088.01
685,5-INDEPENDENT,SIENA COLLEGE,N,4,134,Y,Y,2015,71,3.4,75203,49287.14
1405,1-CUNY SR,CUNY NYC COLLEGE OF TECHNOLOGY,Y,3,127,N,N,2015,86,3.5,47448,43127.38
6045,5-INDEPENDENT,CULINARY INSTITUTE OF AMERICA,N,2,2,Y,Y,2015,90,5.2,53135,52743.94
6030,3-SUNY SO,MORRISVILLE STATE COLLEGE,Y,4,16,N,N,2015,75,6.2,109168,54779.72
1404,2-CUNY CC,CUNY MANHATTAN CC,N,4,82,Y,Y,2015,99,5.7,66954,35724.97
6025,3-SUNY SO,SUNY COLLEGE OF TECH FARMINGDALE,Y,3,72,N,N,2015,93,4.4,115587,53082.22
6020,3-SUNY SO,SUNY COLLEGE OF TECH AT DELHI,N,2,13,Y,Y,2015,80,5.8,76509,48156.59
90,5-INDEPENDENT,CANISIUS COLLEGE,Y,4,118,N,N,2015,80,4.8,70161,36010.51
166,5-INDEPENDENT,COLUMBIA UNIV NURSING PROG,N,1,2,Y,Y,2015,72,9.1,90594,36913.81
305,5-INDEPENDENT,HOUGHTON COLLEGE,Y,3,70,N,N,2015,78,3.7,104882,39789.96
675,5-INDEPENDENT,THE SAGE COLLEGES,N,2,34,Y,Y,2015,68,7.6,66703,41843.07
1403,2-CUNY CC,CUNY LAGUARDIA CC,Y,1,46,N,N,2015,85,5.9,71644,35580.07
6018,6-BUS. DEGREE,MONROE COLLEGE,N,4,32,Y,Y,2015,84,6.8,75482,48822.7
6015,3-SUNY SO,SUNY COBLESKILL,Y,3,30,N,N,2015,65,6.9,115664,43901.83
1402,2-CUNY CC,CUNY KINGSBOROUGH CC,N,2,50,Y,Y,2015,69,6.5,114933,53403.74
6010,3-SUNY SO,SUNY COLLEGE OF TECH AT CANTON,Y,4,38,N,N,2015,77,3.4,97627,43823.81
6005,3-SUNY SO,SUNY COLLEGE OF TECH AT ALFRED,N,4,78,Y,Y,2015,73,3.5,66217,52527.35
670,5-INDEPENDENT,DAEMEN COLLEGE,Y,3,111,N,N,2015,95,5.2,79074,36138.94
1401,2-CUNY CC,CUNY HOSTOS CC,N,2,25,Y,Y,2015,97,6.2,91271,48896.07
5960,5-INDEPENDENT,DOMINICAN COLLEGE BLAUVELT-GRAD,Y,4,4,N,N,2015,98,5.7,60498,44576.32
5955,5-INDEPENDENT,ST JOSEPHS COLLEGE,N,1,11,Y,Y,2015,76,4.4,110379,37200.4
1400,2-CUNY CC,CUNY BRONX CC,Y,3,38,N,N,2015,84,5.8,67502,43802.25
5830,5-INDEPENDENT,MOLLOY COLLEGE,N,2,4,Y,Y,2015,68,4.8,82394,54682.69
5799,5-INDEPENDENT,EXCELSIOR COLLEGE GRAD,Y,1,6,N,N,2015,70,9.1,64227,43045.26
300,5-INDEPENDENT,HOFSTRA UNIVERSITY,N,4,153,Y,Y,2015,89,3.7,49617,47497.81
650,5-INDEPENDENT,ROCHESTER INSTITUTE OF TECHLGY,Y,3,647,N,N,2015,84,7.6,69468,49786.44
1099,5-INDEPENDENT,METROPOLITAN COLLEGE OF NY,N,2,6,Y,Y,2015,99,5.9,109234,38291.19
5775,5-INDEPENDENT,DAEMEN COLLEGE GRAD,Y,4,6,N,N,2015,93,6.8,91963,43883.74
5730,5-INDEPENDENT,ROBERTS WESLEYAN COLLEGE-GRAD,N,4,5,Y,Y,2015,77,6.9,74076,52919.31
1085,5-INDEPENDENT,YESHIVA UNIVERSITY,Y,3,38,N,N,2015,95,6.5,100861,36790.56
5725,5-INDEPENDENT,MOUNT SAINT MARY COLLEGE,N,2,3,Y,Y,2015,93,3.4,52453,37262.58
5720,5-INDEPENDENT,D'YOUVILLE COLLEGE,Y,4,1,N,N,2015,95,3.5,69482,48197.92
640,5-INDEPENDENT,ROBERTS WESLEYAN COLLEGE,N,1,56,Y,Y,2015,72,5.2,55246,54317.39
1050,5-INDEPENDENT,WELLS COLLEGE,Y,3,30,N,N,2015,90,6.2,51579,39843.55
5695,3-SUNY SO,SUNY POLYTECHNIC INSTITUTE,N,2,7,Y,Y,2015,94,5.7,81539,44277.34
5680,3-SUNY SO,SUC EMPIRE STATE COLLEGE,Y,1,1,N,N,2015,69,4.4,70971,46651.95
1045,5-INDEPENDENT,WEBB INST OF NAVAL ARCH.,N,4,6,Y,Y,2015,70,5.8,78704,42961.25
5620,1-CUNY SR,CUNY GRAD SCH AND UNIV CENTER,Y,3,11,N,N,2015,83,4.8,77018,54906.34
5615,3-SUNY SO,SUC POTSDAM,N,2,1,Y,Y,2015,88,9.1,119850,39609.98
155,5-INDEPENDENT,BARNARD COLLEGE,Y,4,72,N,N,2015,95,3.7,84765,36906.06
295,5-INDEPENDENT,HOBART AND WILLIAM SMITH COLLEGES,N,2,62,Y,Y,2015,82,7.6,113232,36278.85
635,5-INDEPENDENT,RENSSELAER POLYTECHNIC INST,Y,4,309,N,N,2015,96,5.9,114244,47930.27
1040,5-INDEPENDENT,WAGNER COLLEGE,N,3,46,Y,Y,2015,95,6.8,50737,36364.6
5610,3-SUNY SO,SUNY PLATTSBURGH GRAD,Y,2,2,N,N,2015,76,6.9,62457,54765.37
5540,3-SUNY SO,SUNY UPSTATE MEDICAL UNIV. (GRAD),N,4,1,Y,Y,2015,93,6.5,89472,49600.65
1030,5-INDEPENDENT,VASSAR COLLEGE,Y,1,100,N,N,2015,98,3.4,87219,43123.73
5450,3-SUNY SO,SUNY BINGHAMTON(GRAD),N,3,2,Y,Y,2015,76,3.5,50530,50932.86
5430,3-SUNY SO,SUNY STONY BROOK,Y,2,5,N,N,2015,83,5.2,98069,36033.13
615,5-INDEPENDENT,PRATT INSTITUTE,N,1,24,Y,Y,2015,94,6.2,93288,46978.93
1022,5-INDEPENDENT,SYRACUSE UNIV UTICA COLLEGE,Y,4,58,N,N,2015,97,5.7,87733,36835.33
5415,5-INDEPENDENT,ST JOHN FISHER COLLEGE-GRADUATE,N,3,4,Y,Y,2015,71,4.4,76982,39335.43
5410,5-INDEPENDENT,WAGNER COLLEGE,Y,2,1,N,N,2015,80,5.8,116491,50820.42
1016,5-INDEPENDENT,UNIVERSITY OF ROCHESTER,N,4,6,Y,Y,2015,68,4.8,68482,43450.58
5403,5-INDEPENDENT,LONG ISLAND UNIVERSITY,Y,4,6,N,N,2015,67,9.1,67238,47342.91
5325,5-INDEPENDENT,THE SAGE COLLEGES,N,3,16,Y,Y,2015,84,3.7,73630,50521.13
287,5-INDEPENDENT,HELENE FULD SCHOOL REG NURSING,Y,2,1,N,N,2015,84,7.6,90680,43560.17
591,5-INDEPENDENT,PACE UNIVERSITY WESTCHESTER,N,4,49,Y,Y,2015,90,5.9,69557,47810.97
1015,5-INDEPENDENT,UNIVERSITY OF ROCHESTER,Y,1,398,N,N,2015,92,6.8,71145,40895.67
5310,5-INDEPENDENT,PACE UNIVERSITY GRAD,N,3,6,Y,Y,2015,71,6.9,68219,44323.58
5271,1-CUNY SR,CUNY HERBERT H LEHMAN GRAD,Y,2,1,N,N,2015,92,6.5,54733,52912.33
1010,3-SUNY SO,SUNY BUFFALO,N,1,1243,Y,Y,2015,97,3.4,63898,53185.7
5270,1-CUNY SR,CUNY HUNTER COLLEGE GRAD,Y,4,4,N,N,2015,78,3.5,102826,38758.71
5130,3-SUNY SO,SUNY BUFFALO,N,3,6,Y,Y,2015,98,5.2,109610,38968.94
590,5-INDEPENDENT,PACE UNIVERSITY,Y,2,103,N,N,2015,99,6.2,110709,52215.26
999,5-INDEPENDENT,EXCELSIOR COLLEGE,N,4,14,Y,Y,2015,86,5.7,80681,50874.22
5115,5-INDEPENDENT,MERCY COLLEGE-GRAD,Y,2,1,N,N,2015,79,4.4,52040,51287.77
5060,5-INDEPENDENT,NEW YORK UNIVERSITY GRAD,N,1,3,Y,Y,2015,68,5.8,112346,51491.73
995,5-INDEPENDENT,ALBANY COLLEGE OF PHARMACY,Y,4,126,N,N,2015,92,4.8,67596,53405.74
5034,5-INDEPENDENT,KEUKA COLLEGE,N,3,2,Y,Y,2015,81,9.1,59932,49261.87
5024,3-SUNY SO,SUNY COLLEGE DELHI NURSING PROG,Y,2,3,N,N,2015,71,3.7,103655,41467.07
20,5-INDEPENDENT,ALFRED UNIVERSITY,N,4,54,Y,Y,2015,89,7.6,50368,43256.42
55,5-INDEPENDENT,BRAMSON ORT COLLEGE,Y,4,3,N,N,2015,70,5.9,98956,40056.03
140,5-INDEPENDENT,COLLEGE OF SAINT ROSE,N,3,64,Y,Y,2015,76,6.8,119427,44173.5
285,5-INDEPENDENT,HARTWICK COLLEGE,Y,2,78,N,N,2015,84,6.9,74926,52390.37
575,5-INDEPENDENT,NYACK COLLEGE,N,4,16,Y,Y,2015,81,6.5,118408,39498.41
990,5-INDEPENDENT,UNION COLLEGE,Y,1,80,N,N,2015,95,3.4,111767,44527.74
5021,5-INDEPENDENT,COLUMBIA U TEACHERS COL GRAD,N,3,1,Y,Y,2015,67,3.5,97752,43817.44
5020,5-INDEPENDENT,COLUMBIA U GRADUATE PROGRAMS,Y,2,2,N,N,2015,85,5.2,90430,36631.48
985,5-INDEPENDENT,SYRACUSE UNIVERSITY (UNDERGRAD),N,1,425,Y,Y,2015,93,6.2,63713,50208.46
5011,5-INDEPENDENT,DOWLING COLLEGE,Y,4,5,N,N,2015,74,5.7,119969,41042.77
5000,5-INDEPENDENT,ADELPHI UNIVERSITY,N,3,3,Y,Y,2015,93,4.4,92719,37912.69
560,5-INDEPENDENT,NIAGARA UNIVERSITY,Y,2,92,N,N,2015,99,5.8,50634,51946.38
975,4-SUNY CC,FASHION INST TECH UPPER DIVISION,N,4,23,Y,Y,2015,88,4.8,85360,39444.99
4975,3-SUNY SO,SUNY POLYTECHNIC INSTITUTE,Y,2,90,N,N,2015,87,9.1,74058,41605.82
4886,3-SUNY SO,SUNY DOWNSTATE MEDICAL CENTER,N,4,1,Y,Y,2015,94,3.7,100511,41610.68
970,3-SUNY SO,SUC PURCHASE,Y,3,55,N,N,2015,67,7.6,53602,52059.95
3030,3-SUNY SO,MORRISVILLE STATE COLLEGE,N,2,25,Y,Y,2015,90,5.9,98549,43517.71
3025,3-SUNY SO,SUNY COLLEGE OF TECH FARMINGDALE,Y,4,9,N,N,2015,84,6.8,93616,40216.82
270,5-INDEPENDENT,HAMILTON COLLEGE,N,1,97,Y,Y,2015,94,6.9,59952,40801.34
555,5-INDEPENDENT,NEW YORK UNIVERSITY,Y,3,517,N,N,2015,88,4.4,65039,42145.35
965,3-SUNY SO,SUNY COLLEGE AT OLD WESTBURY (UG),N,2,44,Y,Y,2015,72,5.8,59832,47020.81
3020,3-SUNY SO,SUNY COLLEGE OF TECH AT DELHI,Y,1,18,N,N,2015,85,4.8,59727,39700.69
3015,3-SUNY SO,SUNY COBLESKILL,N,4,19,Y,Y,2015,71,9.1,68423,54619.97
960,3-SUNY SO,ALFRED UNIVERSITY,Y,3,25,N,N,2015,95,3.7,114709,51329.14
3010,3-SUNY SO,SUNY COLLEGE OF TECH AT CANTON,N,2,24,Y,Y,2015,85,7.6,85366,38540.15
3005,3-SUNY SO,SUNY COLLEGE OF TECH AT ALFRED,Y,4,51,N,N,2015,80,5.9,46121,43750.54
535,5-INDEPENDENT,THE NEW SCHOOL,N,4,31,Y,Y,2015,82,6.8,48255,39598.85
955,3-SUNY SO,SUNY MARITIME COLLEGE,Y,3,49,N,N,2015,91,6.9,45935,36678.52
2321,6-BUS. DEGREE,SWEDISH INST QRTLY PROGRAMS,N,2,4,Y,Y,2015,76,6.5,117782,52083.31
2320,6-BUS. DEGREE,SWEDISH INSTITUTE,Y,4,11,N,N,2015,76,3.4,81297,48471.21
950,3-SUNY SO,SUC ENV SCI&FORESTRY,N,1,143,Y,Y,2015,74,3.5,78649,44382.22
2300,5-INDEPENDENT,MERCY COLLEGE,Y,3,2,N,N,2015,88,5.2,71302,53978.4
2265,5-INDEPENDENT,DAVIS COLLEGE,N,2,3,Y,Y,2015,73,6.2,91400,52365.8
136,5-INDEPENDENT,COLL OF NEW ROCHELLE NEW RESOURCE,Y,1,19,N,N,2015,71,5.7,98874,38648.92
245,5-INDEPENDENT,FORDHAM UNIVERSITY,N,4,332,Y,Y,2015,67,4.4,47468,54304.78
525,5-INDEPENDENT,NAZARETH COLLEGE,Y,3,195,N,N,2015,71,5.8,48720,49213.49
945,3-SUNY SO,SUC POTSDAM,N,2,147,Y,Y,2015,84,4.8,72809,50056.12
2262,5-INDEPENDENT,BORICUA COLLEGE,Y,4,5,N,N,2015,78,9.1,104283,51710.62
2260,4-SUNY CC,TOMPKINS CORTLAND COMM COLLEGE,N,1,15,Y,Y,2015,69,3.7,62833,35554.96
940,3-SUNY SO,SUNY PLATTSBURGH,Y,4,99,N,N,2015,90,7.6,100148,43634.69
2258,4-SUNY CC,NORTH COUNTRY COMMUNITY COLLEGE,N,3,4,Y,Y,2015,95,5.9,49294,51343.03
2256,4-SUNY CC,FINGER LAKES COMMUNITY COLLEGE,Y,2,31,N,N,2015,85,6.8,79930,43107.93
505,5-INDEPENDENT,MEDAILLE COLLEGE,N,4,28,Y,Y,2015,99,6.9,99354,42630.41
935,3-SUNY SO,SUC OSWEGO (UNDERGRAD),Y,1,218,N,N,2015,84,6.5,72349,51780.13
2254,4-SUNY CC,HERKIMER COMMUNITY COLLEGE,N,3,10,Y,Y,2015,80,3.4,111579,53961.73
2252,4-SUNY CC,GENESEE COMMUNITY COLLEGE,Y,2,27,N,N,2015,86,3.5,74498,38433.32
930,3-SUNY SO,SUC ONEONTA,N,1,183,Y,Y,2015,65,5.2,90923,48705.11
2243,4-SUNY CC,SCHENECTADY COUNTY COMM COLLEGE,Y,4,12,N,N,2015,79,6.2,77586,35712.77
2240,4-SUNY CC,FULTON MONTGOMERY COMM COLLEGE,N,3,13,Y,Y,2015,97,5.7,114703,37895.88
215,5-INDEPENDENT,ELMIRA COLLEGE,Y,2,107,N,N,2015,76,4.4,86270,40216.22
500,5-INDEPENDENT,MOLLOY COLLEGE,N,4,76,Y,Y,2015,70,5.8,64684,52391.2
925,3-SUNY SO,SUC NEW PALTZ,Y,4,227,N,N,2015,84,4.8,104845,54970.32
2235,5-INDEPENDENT,VAUGHN COLL AERONAUTICS TECH,N,3,27,Y,Y,2015,65,9.1,60775,50916.41
2230,4-SUNY CC,ULSTER COMMUNITY COLLEGE,Y,2,13,N,N,2015,88,3.7,75340,44244.86
920,3-SUNY SO,SUC GENESEO,N,4,570,Y,Y,2015,93,7.6,118521,35376.87
2225,4-SUNY CC,SULLIVAN COMMUNITY COLLEGE,Y,1,4,N,N,2015,72,5.9,62192,44594.33
2220,4-SUNY CC,JEFFERSON COMMUNITY COLLEGE,N,3,50,Y,Y,2015,69,6.8,103392,52347.42
447,5-INDEPENDENT,MARYMOUNT MANHATTAN COLLEGE,Y,2,11,N,N,2015,82,6.9,102786,54673.06
915,3-SUNY SO,SUC FREDONIA,N,1,157,Y,Y,2015,79,6.5,104351,47585.97
2215,4-SUNY CC,NIAGARA COMMUNITY COLLEGE,Y,4,31,N,N,2015,69,3.4,58153,45717.42
2188,5-INDEPENDENT,VILLA MARIA COLLEGE OF BUFFALO,N,3,6,Y,Y,2015,72,3.5,46052,52186.3
913,3-SUNY SO,SUC EMPIRE STATE COLLEGE,Y,2,149,N,N,2015,65,5.2,78293,37516.77
2185,4-SUNY CC,ONONDAGA COMMUNITY COLLEGE,N,4,97,Y,Y,2015,85,6.2,55375,46186.1
2180,4-SUNY CC,MONROE COMMUNITY COLLEGE,Y,2,115,N,N,2015,65,5.7,112025,52149.55
35,5-INDEPENDENT,BARD COLLEGE,N,4,29,Y,Y,2015,66,4.4,115766,40128.42
130,5-INDEPENDENT,COL OF MT ST VINCENT 4YR SEM,Y,3,21,N,N,2015,85,5.8,59149,51684.53
195,5-INDEPENDENT,D'YOUVILLE COLLEGE,N,2,58,Y,Y,2015,93,4.8,101936,44553.65
440,5-INDEPENDENT,MARIST COLLEGE,Y,4,124,N,N,2015,97,9.1,64939,36749.47
910,3-SUNY SO,SUC CORTLAND (UNDERGRAD),N,1,119,Y,Y,2015,98,3.7,57586,47292.2
2178,6-BUS. DEGREE,LAB INST OF MERCHANDISING,Y,3,4,N,N,2015,95,7.6,49737,50691.02
2160,4-SUNY CC,WESTCHESTER COMMUNITY COLLEGE,N,2,24,Y,Y,2015,84,5.9,63578,44755.27
905,3-SUNY SO,SUC BUFFALO,Y,1,155,N,N,2015,75,6.8,111977,50373.13
2158,5-INDEPENDENT,VILLA MARIA COLLEGE OF BUFFALO,N,4,1,Y,Y,2015,79,6.9,110500,36761.59
2157,4-SUNY CC,SUFFOLK COMMUNITY COLLEGE,Y,3,94,N,N,2015,90,6.5,79564,46667.69
438,5-INDEPENDENT,ST PAUL'S SCH NURSING MED ASSIST,N,2,2,Y,Y,2015,80,3.4,64433,46452.44
900,3-SUNY SO,SUC BROCKPORT (UNDERGRAD),Y,4,170,N,N,2015,67,3.5,106177,44725.17
2147,4-SUNY CC,ROCKLAND COMMUNITY COLLEGE,N,4,19,Y,Y,2015,68,5.2,70031,40235.76
2144,5-INDEPENDENT,TROCAIRE COLLEGE,Y,3,25,N,N,2015,79,6.2,113600,53163.48
895,3-SUNY SO,SUNY ALBANY (UNDERGRAD),N,2,361,Y,Y,2015,71,5.7,100919,39275.73
2140,5-INDEPENDENT,PAUL SMITHS COLLEGE,Y,4,1,N,N,2015,67,4.4,73775,44336.68
2125,4-SUNY CC,ORANGE COUNTY COMMUNITY COLLEGE,N,1,34,Y,Y,2015,67,5.8,106503,49666.39
190,5-INDEPENDENT,CROUSE HOSPITAL,Y,3,1,N,N,2015,99,4.8,108021,40046.68
437,5-INDEPENDENT,ST PAUL'S SCH NURSING,N,2,2,Y,Y,2015,94,9.1,58667,52686.93
890,3-SUNY SO,SUNY UPSTATE MEDICAL UNIV,Y,1,1,N,N,2015,75,3.7,46370,50822.72
2120,5-INDEPENDENT,NEW YORK INST TECH 4YR,N,4,84,Y,Y,2015,91,7.6,103328,38262.34
2113,4-SUNY CC,NASSAU COMMUNITY COLLEGE,Y,3,72,N,N,2015,70,5.9,107549,47140.61
880,3-SUNY SO,SUNY BINGHAMTON,N,2,1226,Y,Y,2015,68,6.8,81681,35339.42
2110,5-INDEPENDENT,MOUNT SAINT MARY COLLEGE,Y,4,56,N,N,2015,97,6.9,101170,38184.82
2105,4-SUNY CC,MOHAWK VALLEY COMMUNITY COLLEGE,N,2,32,Y,Y,2015,90,6.5,68948,44047.09
420,5-INDEPENDENT,MANHATTANVILLE COLLEGE,Y,1,18,N,N,2015,69,3.4,104706,38243.62
875,3-SUNY SO,SUNY STONY BROOK,N,4,1008,Y,Y,2015,67,3.5,102676,45448.39
2100,5-INDEPENDENT,MERCY COLLEGE,Y,3,69,N,N,2015,79,5.2,59420,37309.43
2093,5-INDEPENDENT,MARIA COLLEGE-REGULAR DAY,N,2,1,Y,Y,2015,89,6.2,93240,51276.32
865,5-INDEPENDENT,TOURO COLLEGE,Y,4,92,N,N,2015,91,5.7,115109,39459.66
2085,4-SUNY CC,JAMESTOWN COMMUNITY COLLEGE,N,4,42,Y,Y,2015,82,4.4,72553,41462.78
2083,5-INDEPENDENT,HILBERT COLLEGE,Y,3,13,N,N,2015,81,5.8,115392,43032.14
125,5-INDEPENDENT,COLGATE UNIVERSITY,N,2,136,Y,Y,2015,71,4.8,94603,42014.19
175,5-INDEPENDENT,CORNELL UNIVERSITY,Y,4,459,N,N,2015,91,9.1,55564,41098.17
405,5-INDEPENDENT,MANHATTAN COLLEGE,N,1,110,Y,Y,2015,94,3.7,55833,54741.55
855,5-INDEPENDENT,SKIDMORE COLLEGE,Y,3,70,N,N,2015,93,7.6,54936,44052.44
2080,4-SUNY CC,HUDSON VALLEY COMMUNITY COLLEGE,N,2,49,Y,Y,2015,70,5.9,99589,40329.53
2075,6-BUS. DEGREE,FIVE TOWNS COLLEGE,Y,1,7,N,N,2015,92,6.8,88280,36920.32
845,5-INDEPENDENT,SARAH LAWRENCE COLLEGE,N,4,13,Y,Y,2015,84,6.9,51846,44704.05
2070,4-SUNY CC,FASHION INST TECH-LOWER DIVISION,Y,3,44,N,N,2015,73,6.5,93264,49391.71
2065,4-SUNY CC,ERIE COMMUNITY COLL - ALL CAMPUS,N,2,87,Y,Y,2015,67,3.4,79917,42696.83
403,5-INDEPENDENT,LONG ISLAND UNIVERSITY,Y,4,118,N,N,2015,96,3.5,50128,48259.54
838,5-INDEPENDENT,ST PAUL'S SCH NURSING MED/DENTAL,N,2,1,Y,Y,2015,96,5.2,71854,35016.44
2053,4-SUNY CC,DUTCHESS COMMUNITY COLLEGE,Y,4,19,N,N,2015,87,6.2,90323,52224.44
8557,VOCATIONAL - VET SCHOOLS ONLY,MADISON ONEIDA BOCES,N,3,1,Y,Y,2015,71,5.7,95746,37047.18
8554,VOCATIONAL - VET SCHOOLS ONLY,NY METHODIST HOSPITAL CAHE,Y,2,1,N,N,2015,73,4.4,118033,38413.19
2050,5-INDEPENDENT,DOMINICAN COLLEGE OF BLAUVELT,N,4,10,Y,Y,2015,85,5.8,108729,42554
8552,VOCATIONAL - VET SCHOOLS ONLY,BRANFORD HALL CAREER INST BOHEMIA,Y,1,2,N,N,2015,87,4.8,94127,46250.96
8550,VOCATIONAL - VET SCHOOLS ONLY,EASTERN SUFFOLK BOCES,N,3,1,Y,Y,2015,96,9.1,93691,35803.02
836,5-INDEPENDENT,ST PAUL'S SCH NURSING SI,Y,2,1,N,N,2015,94,3.7,63552,51466.68
2045,5-INDEPENDENT,CULINARY INSTITUTE OF AMERICA,N,1,5,Y,Y,2015,77,7.6,104367,41979.39
8547,VOCATIONAL - VET SCHOOLS ONLY,CAMBRIDGE BUSINESS INSTITUTE,Y,4,2,N,N,2015,66,5.9,69494,35054.12
8541,VOCATIONAL - VET SCHOOLS ONLY,ELECTRICAL TRAINING CENTER,N,3,1,Y,Y,2015,87,6.8,75354,38065.63
2042,4-SUNY CC,CORNING COMMUNITY COLLEGE,Y,2,31,N,N,2015,78,6.9,76125,38061.53
8537,VOCATIONAL - VET SCHOOLS ONLY,JEFFERSON-LEWIS BOCES,N,4,1,Y,Y,2015,82,6.5,84667,35341.79
8533,VOCATIONAL - VET SCHOOLS ONLY,STAR CAREER ACADEMY,Y,4,3,N,N,2015,92,3.4,85178,52521.45
174,3-SUNY SO,CORNELL UNIV STATUTORY COLLEGES,N,3,441,Y,Y,2015,71,3.5,117786,39432.52
375,5-INDEPENDENT,LEMOYNE COLLEGE,Y,2,148,N,N,2015,79,5.2,90425,45895.31
830,5-INDEPENDENT,ST THOMAS AQUINAS COLLEGE,N,4,22,Y,Y,2015,70,6.2,52917,48955.48
2040,5-INDEPENDENT,CONCORDIA COLLEGE,Y,1,4,N,N,2015,82,5.7,79281,46060.71
8532,VOCATIONAL - VET SCHOOLS ONLY,INTERNATIONAL CULINARY CENTER,N,3,7,Y,Y,2015,94,4.4,50303,36166.04
8528,VOCATIONAL - VET SCHOOLS ONLY,NEW YORK AUTOMOTIVE & DIESEL INST,Y,2,15,N,N,2015,98,5.8,75007,42593.34
2038,4-SUNY CC,COLUMBIA-GREENE COMMUNITY COLLEGE,N,1,6,Y,Y,2015,79,4.8,109763,42841.13
8522,VOCATIONAL - VET SCHOOLS ONLY,NEW YORK FILM ACADEMY,Y,4,2,N,N,2015,73,9.1,109966,37328.35
8518,VOCATIONAL - VET SCHOOLS ONLY,LINCOLN TECHNICAL INSTITUTE,N,3,4,Y,Y,2015,69,3.7,119497,50305.9
775,5-INDEPENDENT,ST LAWRENCE UNIVERSITY,Y,2,97,N,N,2015,96,7.6,89340,47053.22
2036,4-SUNY CC,CLINTON COMMUNITY COLLEGE,N,4,7,Y,Y,2015,81,5.9,106587,41121.81
8514,VOCATIONAL - VET SCHOOLS ONLY,INSTITUTE OF CULINARY EDUCATION,Y,1,1,N,N,2015,84,6.8,114722,43467.57
8511,VOCATIONAL - VET SCHOOLS ONLY,APEX TECHNICAL SCHOOL,N,3,1,Y,Y,2015,85,6.9,95822,54324.88
2035,5-INDEPENDENT,CAZENOVIA COLLEGE,Y,2,35,N,N,2015,86,6.5,88980,39543.79
8510,VOCATIONAL - VET SCHOOLS ONLY,CNW SCHOOL OF MASSAGE THERAPY,N,4,2,Y,Y,2015,86,3.4,52867,35741.49
8509,VOCATIONAL - VET SCHOOLS ONLY,ONONDAGA CORTLAND MADISON BOCES,Y,4,1,N,N,2015,84,3.5,69826,48809.79
355,5-INDEPENDENT,THE KING'S COLLEGE,N,3,2,Y,Y,2015,77,5.2,58076,47787.59
765,5-INDEPENDENT,ST JOSEPH HOSP SCH NURS SYRACUSE,Y,2,9,N,N,2015,76,6.2,56073,49125.97
2025,4-SUNY CC,BROOME COMMUNITY COLLEGE,N,4,24,Y,Y,2015,84,5.7,116168,43761.23
8508,VOCATIONAL - VET SCHOOLS ONLY,GENESEE VALLEY BOCES,Y,1,1,N,N,2015,94,4.4,98989,45599.11
8506,VOCATIONAL - VET SCHOOLS ONLY,CHARLES STUART SCHOOL,N,3,6,Y,Y,2015,68,5.8,82039,41118.69
2005,4-SUNY CC,CAYUGA COMMUNITY COLLEGE,Y,2,22,N,N,2015,83,4.8,70726,51864.33
8505,VOCATIONAL - VET SCHOOLS ONLY,WESTERN SUFFOLK BOCES,N,1,4,Y,Y,2015,79,9.1,113528,54192.84
8502,VOCATIONAL - VET SCHOOLS ONLY,"NATIONAL TRACTOR TRAILER SCHOOL,",Y,4,3,N,N,2015,78,3.7,81805,54688.48
762,5-INDEPENDENT,ST JOSEPHS COLLEGE - WEEKEND,N,3,2,Y,Y,2015,83,7.6,81370,50541.77
2000,4-SUNY CC,ADIRONDACK COMMUNITY COLLEGE,Y,2,48,N,N,2015,86,5.9,61541,49516.66
